Cluster ID,Link Score,source file,fileName,id,Title,Keywords
50.0,0.6286892,0,pubmedf__44,44,mammalian genome evolution is governed by multiple pacemakers,evolution varies lineage model pacemaker cardiac ablation heterogeneity universal case block taxa reveals multiple governedatrial ). ventricular pacemaker produce variation residual fibrillation factors ) across driving degenerate rate across evolutionary genomic year loci heart mammalian pacemakers 29 effectsmammalian genome
25.0,0.67440426,0,pubmedf__46,46,generation of cardiac pacemaker cells by programming and differentiation,system program pacemaker activity cardiac cardiac practice ablation single block factors factor ventricular pacemaker channel differentiationatrial fibrillation gene function specific created risks generation tbx18 transcription .cardiac includes sensitive ion sinus like year programming key cell therapeutic diseased sick heart cells factor heart conduction another including one successful hcn1 syndrome starting case membrane
162.0,0.55800533,0,pubmedf__50,50,end-of-life management of leadless cardiac pacemaker therapy,leadless endatrial pacemaker available cardiac cardiac functioning ablation results case block strategies life complications ventricular promising pacemaker additional therapy pacemakers fibrillation chronically although analysis retrieval prospective term demonstrate studies management year suggested implanted adjacent retrieve retrieval heart clinically limits pacemakers compriseleadless initial feasibility device associated
34.0,0.6574025,0,pubmedf__60,60,cardiac rhythm management devices,evolution caution cardiac must occasionallycardiac devices datum concerns rhythm management method therapy seen risk include ongoing functions high conclusion practical resynchronisation perform implantable crt device different year advice defibrillators devicescardiac also potential regarding cardioverter device many devices
103.0,0.58366525,0,pubmedf__65,65,global health resource utilization associated with pacemaker complications,infections pacemaker complicationscircadian insulation regionsglobal clock implantation gene least three thrombosis replacement mouse activity pacemaker upper chronic utilization typical health resource cell expression intensive utilization across estimate complications deep requiring scn similar extremity estimating rhythm venous extraction breaches complication associated
66.0,0.616838,0,pubmedf__66,66,a case of takotsubo cardiomyopathy developing ventricular fibrillation after a pacemaker implantation,caseatrial pacemaker cardiac cardiac ablation case hardly implantation left revealed block ventriculogram complications potentially ventricular pacemaker threatening ever occurs procedure arrest commonly fibrillation days even latertakotsubo invasive ventricular procedures takotsubo due caused minimally arrest year complications developed hospital used heart cardiomyopathy fatal stress ten developing hypercontraction leading
135.0,0.5699175,0,pubmedf__71,71,transcutaneous pacing of a 4-year-old child,literature usually pacemaker cardiac ablation old block child including congenital presentstranscutaneous ventricular pacemaker fibrillation require block complete 4atrial case emergency behind external interventions owing dependent year complications requiring year abnormalities heart often heart pacing case
61.0,0.6193042,0,pubmedf__75,75,pacemaker dependency after transcatheter aortic valve replacement compared to surgical aortic valve replacement,underwent patients investigators datum surgical patientstranscatheter related replacement %) method aortic indicated pacemaker therapy immediately risk post days transcatheter treatment high conclusion 3 crt stenosis compared 7 year dependencycardiac standard outcomes clinical severe reviewed 9 50 replacement valve device ppi
151.0,0.5641693,0,pubmedf__79,79,role of i(f) density on electrical action potential of bio-engineered cardiac pacemaker: a simulation study,action study pacemaker inevitable cardiac datum electrical genetically manipulating potential biocardiac could method pacemaker therapy non risk density simulation studies alternative high conclusion suppressingengineered f implantable crt previous failure pacemaking year heart cells biological experimental drawbacks role device
169.0,0.5551862,0,pubmedf__80,80,syncope due to acute rheumatic fever with pacemaker-like syndrome,echocardiography prolonged pacemaker showed 24 cardiac ablation turk pr hemodynamic rheumatic block revealed 2019 recording impairments pediatr rhythm causes ventricular accompanying fibrillation syncope atrioventricular lead j acute pacemakeratrial fever impairmentacute degree hours due year like fever dissociation findings heart extremely caused syndrome interval holter interval case
26.0,0.6724739,0,pubmedf__82,82,modeling pacemaker deterioration with age,activity datum method pacemaker therapy risk changes heartsmodeling sinoatrial high conclusion jgp node deterioration crt year study new agecardiac aged device models
72.0,0.6123223,0,pubmedf__87,87,syncope in patients with pacemakers,positive system aortic vasovagal results patients implantation outcome tests negative pacemaker group carotid risk test paced syncope pointing high depend node pacemakersvalve malfunction vastly disease sinus approach positivity different year tavr show mortality older syndrome patients tilt resultssyncope
124.0,0.57438135,0,pubmedf__93,93,slow wave activity and modulations in mouse jejunum myenteric plexus in situ,action % study pacemaker showed cardiac situ capsaicin patch ablation block potential preparation clamp ventricular activity pacemaker tetrodotoxin provides fibrillation situ interstitial 40 modulationsatrial plexus potentials hyperpolarized potentialmouse 10 jejunum slow myenteric year oxide nitric neurons cells ganglion heart evocable ± plexus wave depolarized embedded resting shape electrically case membrane
60.0,0.62012595,0,pubmedf__98,98,outcome of tricuspid valve surgery in the presence of permanent pacemaker,underwent pacemaker presence aortic mortality nonelective implantation outcome 73 replacement regurgitation aortic group perforation surgery ) risk 87 concomitant included transplant %) undergoing carries high surgerytricuspid leaflet regurgitation permanent year outcomevalve tavr heart severe tricuspid mortality 37 associated valve
95.0,0.5884532,0,pubmedf__110,110,heart failure provoked by a pacemaker lead-induced tricuspid stenosis,obstruction extrinsic valvuloplasty aortic percutaneous leadvalve implantation outcome multiple intramyocardial stenosis balloon pacemaker group lead position risk inflow tissueinduced high ventricular leads due stenosis provoked year tavr heart tricuspid mortality failure valve iatrogenic
53.0,0.6272798,0,pubmedf__112,112,pacemaker malfunction? what is the mechanism?,attentionpacemaker mechanismcardiac encountered practice datum atria retained pacing artifact method pacemaker chronic therapy lead leading commonly risk examination careful sources high conclusion malfunction crt external device artifacts year generator clinical physical interference identify abdominal
115.0,0.579406,0,pubmedf__125,125,ventricular tachycardia secondary to leadless pacemaker implantation in the setting of myocardial ischaemia,leadless alternative pacemaker cardiac practice ablation implantation block pacing implant tachycardia coronary myocardial ventricular artery pacemaker increasingly threatening presentventricular part fibrillation previously ventricular secondary cied disease year electrophysiology unrecognised developed infection arrythmias settingatrial heart life interesting pacemakers ischaemia case
104.0,0.583539,0,pubmedf__126,126,a complex case of pacemaker lead endocarditis,bacteremia caseatrial pacemaker showed since 2007 patient subsequent cardiac ablation block infective internal multiple ventricular pacemaker endocarditis leadspacemaker lead echocardiogram electrocardiogram complex fibrillation organ acute malfunction images transesophageal department year related failure renal developed compatible medicine staphylococcus heart aureus case chamber
46.0,0.6351191,0,pubmedf__127,127,chronic transvenous pacemaker implantable cardioverter defibrillator leads implantation induced pathological changes,laser defibrillator pacemaker cardiac ablation leads block defibrillator formation superior ventricular chronic threatening extraction pathological lead operations commonly seen cava changes fibrillation around excimer pacemakeratrial transvenous implantable 10 diedimplantable extensive year encapsulated complications along tissue induced technique operators vena using icd performing implantation heart potential patients cardioverter fibrous case life
37.0,0.6466485,0,pubmedf__129,129,wireless power transfer for a pacemaker application,contracting transfer system impulses datum charging electrical uses rechargeable increased method pacemaker electrodes therapy non risk pacemakers years power artificial high conclusion muscles regular batteries device crt device efficient year heart small pacemakerwireless medical many applicationcardiac
143.0,0.5673362,0,pubmedf__136,136,bradyarrhythmias and pacemaker indications in elderly patients,mode approach increasepacemaker patient dysfunction patients datum bradyarrhythmiascardiac pathology pacemaker method therapy characteristics elderly personnel risk special considerations health high conclusion node selection crt people sinus indivualised underlying indications permanent care year required device group dramatic
116.0,0.5790691,0,pubmedf__137,137,double twiddle trouble a new variant of twiddler syndrome,compromise aortic subsequent coiling results case implantation variantvalve outcome twiddler repositioningdouble pacemaker first group lead pocket risk treatment high malfunction ׳ level double reported twiddle year tavr new mortality trouble syndrome syndrome strategy dramatic
134.0,0.57076967,0,pubmedf__141,141,influence of frailty on the quality of life patients qualified for pacemaker implantation,study influence may selected cardiology worse 60 datum implantation reduce influences method pacemaker using therapy quality questionnaire risk frailty qualified evaluation included high conclusion invasive prospective node frailtycardiac ≥ crt affects years sinus 171 dysfunctionlife centre year study whether implantation using mlhf procedures tilburg patients syndrome indicator aged device
52.0,0.62789583,0,pubmedf__143,143,automatic detection system for cardiac pacemakers based on c,production pacemaker system cardiac cardiac automatic ablation based also block fault measurement sql ). ventricular pacemaker batch tolerance pacemakers complex mechanism test fibrillation becomes resultscardiac results catrial point factory 2000 year inspection key detection inspection heart show case
67.0,0.6159341,0,pubmedf__145,145,uncovering the roles of clocks and neural transmission in the resilience of drosophila circadian network,drosophila output circadian pacemaker preceding cardiac evidence ablation case surprisingly uncovering block sustain passively network functionally ventricular translational pacemaker melanogaster predictions fibrillation rhythmic clocksatrial running theoretical together phenomenon receives subclassesdrosophila transmission gave year loops behavior neural inputs circuit locomotor rhythms heart roles also slowly feedback resilience diverse suggests
11.0,0.72647196,0,pubmedf__153,153,placement of cardiac pacemaker trial (pocket) - rationale and design: a randomized controlled trial,system pacemaker cardiac consecutive enroll sizes cardiac patients leads case ablation block technique trial 200 two consists concealed pacemaker connectedrandomized rationale ventricular procedure pocket visual fibrillation sequentially block controlled alternative allocation prospective interventional rct placement year scale would analog using heart designatrial designed random numbered
139.0,0.56826925,0,pubmedf__154,154,potential effects of intrinsic heart pacemaker cell mechanisms on dysrhythmic cardiac action potential firing,action activity mechanisms cardiac clock cells electrical effectscardiac datum dysrhythmic connectionsintrinsic method activity pacemaker therapy molecular risk clocks release firing neurotransmitter lead may sinoatrial high conclusion spontaneous node within specialized rate regular crt alternation residing brain year cell heart cells potential brady via device
14.0,0.7106075,0,pubmedf__165,165,development of pacemaker lead thrombosis in a patient with atrial fibrillation during apixaban treatment,bodies datum old developmentcardiac left atrial apixaban thrombosis female method pacemaker therapy nonvalvular lead risk fibrillation lead intracardiac high conclusion patient treatment crt use foreign year appendage clinical fibrillationpacemaker regarding device information
17.0,0.70564234,0,pubmedf__169,169,safety evaluation of a leadless transcatheter pacemaker for magnetic resonance imaging use,leadless pacemaker system indicated datum evaluationcardiac heating including traditional tests evaluate method revealed pacemaker assessment therapy gelled simulations risk resonance heatingmagnetic risks transcatheter incorporating high conclusion case safety saline phantom magnetic carlo crt conducted monte use conditional mri year study induced clinical imaging imaging clinically potential micra pacemakers scan increased device containing
29.0,0.6696199,0,pubmedf__170,170,a technique to prevent recurrence after the repair of pacemaker lead-induced tricuspid regurgitation,prevent pacemaker article cardiac ablation preventing block pacing regurgitation ventricular pacemaker without lead describes fibrillation recurrence apparatus lead eliminateinduced leads removing regurgitation year repair induced technique leaflets heart tricuspid repairatrial contact case
165.0,0.55527866,0,pubmedf__171,171,complex regional pain syndrome type i following pacemaker implantation,sympathetic type symptoms showed hand since woman month presented old datum block pain regional suggestive fingers demineralisation right months method pacemaker therapy ) risk bone complex density 1 complete high conclusion improved implanted implantationcardiac crt dystrophy reflex dramaticallycomplex decreased permanent year 2 heart past syndrome following syndrome device
105.0,0.58334994,0,pubmedf__181,181,clinical application of one-stage operation of epicardial permanent pacemaker implantation and cardiac surgery,approach cardiac onecardiac chest wound 5 datum implantation surgical atrial including right coronary replacement method artery pacemaker therapy epicardial grafting surgery risk stage incision electrodes operation included median high conclusion simultaneous ventricular procedures infection crt application bypass permanent year 15 clinical valve device occurredepicardial
80.0,0.60217637,0,pubmedf__182,182,impact of early (<7 days) pacemaker implantation after cardiac surgery on long-term pacemaker dependency,pacemaker cardiac cardiac ablation confirmation 5 long implantation block dependency vsearly months ventricular pacemaker aortic dependency surgery warrant fibrillation 12 (> (< prospective among term ≥ % days year findings 7 permanent heart impactatrial (≥ survivors replacement early late valve case
9.0,0.7285778,0,pubmedf__184,184,troubleshooting a pacemaker output failure: a case report,expanding advised even oversensing offer intrinsic quality automatic datum modern replacement method therapy though output rapidly lead risk need pm report stretched high r ventricular case conclusion resulting pms wave crt functionpacemaker receiving resources failure device troubleshootingcardiac year good hospital care pms patients already occurred medical sensitivity
161.0,0.55883396,0,pubmedf__189,189,a combination of rare complications 3 years after a dual-chamber pacemaker implantation,lung may pacemaker showed frequently remains cardiac ablation chest diffuse implantation block atrial pacing right complications ventricular pacemaker impedance leadrare lobe bleeding dual fibrillation cause values combinationatrial wall 3 years year developed asymptomatic implantation hemoptysis heart pain stable progressive interrogation middle threshold case chamber
120.0,0.5754912,0,pubmedf__191,191,effects of permanent cardiac pacemaker implantation on vascular endothelial function blood coagulation and cardiac function in patients with bradycardia,pacemaker cardiac cardiac vascular ablation patients blood implantation left endothelial block tm function bradycardia ventricular activity pacemaker affects ) bradycardiaatrial c fibrillation coagulation indexespermanent function levels effects von end ejection ventricular year indexes vwf tissue factor heart tf antithrombin fraction willebr case
164.0,0.5552852,0,pubmedf__195,195,evaluation of safety and feasibility of leadless pacemaker implantation following the removal of an infected pacemaker,leadless electrode pacemaker provide effective datum stable implantation bag options evaluationcardiac following pacing method safety pacemaker therapy without immediate pacemakers risk high conclusion pacemakerleadless remained crt systemic removal original infection year safe followed implantation infected patients capsular pacemakers feasibility device
156.0,0.56180894,0,pubmedf__196,196,effect of peer support on health outcomes in patients with cardiac pacemaker implantation: a randomized controlled trial,program randomized cardiac based patients datum implantation received trial method pacemaker group therapy telephone support risk self health routine controlled high conclusion conventional effectcardiac nurse provided among support crt care measures groupcardiac year care improves education outcomes peer usual device group
89.0,0.59345245,0,pubmedf__207,207,pacemaker lead as an iatrogenic cause of right heart failure: case report,echocardiography aortic patient cause ultrasound postoperative surgical revealed block left reportvalve function implantation outcome right symptomatic regurgitation homogeneous ringright pacemaker group annuloplasty echocardiogram dilated risk atrioventricular lead iatrogenic complete high invasive ventricular fatigue case preserved treatment minimally transesophageal progressively regurgitation failure reported year tavr heart severe hepatomegaly showed tricuspid mortality worsening progressive chambers slightly abdominal
45.0,0.6378366,0,pubmedf__218,218,hardware-in-the-loop simulation and energy optimization of cardiac pacemakers,parameter hardwareloop pacemaker detailed cardiac cardiac enables ablation simulation based block optimization ventricular pacemaker measurements timing power entire fibrillation hardwareatrial executed abnormal energy successfully acquired implantable synthesis directly hardware year parameters safe obtains real heart demonstrate rhythms heart parameters correct pacemakers algorithm case
131.0,0.5717575,0,pubmedf__220,220,fistula formation 6 years after removal of infected pacemaker leads,suspected pacemaker cardiac ablation surgical gland block formation two ventricular pacemaker fragment lead reason removalatrial periods fibrillation underneath sebaceous unsuccessful hypothesis leads 6 treatment possible working years present year patientfistula permanent heart small infected six initial admission case male
12.0,0.72553694,0,pubmedf__221,221,phrenic nerve stimulation a rare complication of pacemaker: a case report,aortic cardiac presented old implantation left block bundle pacemakervalve outcome spasmsphrenic ventricular pacemaker aortic group contraction risk involuntary man technology transcatheter report branch rare high case emergency distal due nerve therapy unit persistent intermittent stimulation geriatric year tavr painless mortality resynchronization valve complication abdominal devices
75.0,0.6109165,0,pubmedf__224,224,beyond the wires: a case of leadless pacemaker-mediated tricuspid regurgitation,leadless degrees pacemaker cardiac ablation results clinical little block interaction factors • prognostic still ventricular unexpectedly likely lps relevant cause fibrillation apparatus lp significant beyondatrial subvalvular regurgitation year risk ppm wires implantation heart tricuspid impactmediated case
144.0,0.5672542,0,pubmedf__242,242,the development of yellow nail syndrome after the implantation of a permanent cardiac pacemaker,pacemaker cardiac cardiac developmentatrial ablation experienced implantation block rheumatoid ventricular pacemaker fibrillation conditions recently nail titanium exposure subclinical yellowish authors underlying various year yellow permanent timely diagnosisyellow heart arthritis nails syndrome made case
159.0,0.5601249,0,pubmedf__257,257,the use of ultrasound to improve axillary vein access and minimize complications during pacemaker implantation,minimize patientimprove pacemaker since 24 cardiac consecutive ablation patients data report implantation block access minutes ventricular retrospective pacemaker fibrillation recommends states 403 included united rates 18 vein guided axillary use ultrasoundatrial year implementing complication complications success collection heart per including one operator rate case
117.0,0.5789212,0,pubmedf__258,258,complications and health care costs associated with transvenous cardiac pacemakers in a nationwide assessment,pacemaker claims cardiac patient cardiac ablation block medicare ventricular specialization nationwide retrospectively marketscan track supplementalhealth fibrillation health complicationsatrial varying transvenous characterize costs associated across scale year implanted care databases urban heart widely cohort associated u pacemakers assessment community case hospitals costs truven
94.0,0.5887256,0,pubmedf__267,267,traumatic fracture of pacemaker lead by suture transfixation to pectoral muscle,knots aortic leadvalve sleeve report implantation outcome tying pacemaker group lead risk tightly transfixation lead pectoral high acute fracture without avoidtraumatic suggest result suture might muscle year vigorously tavr damage suturing mortality
48.0,0.63376766,0,pubmedf__272,272,an interesting case of acute asymptomatic lead perforation of a permanent cardiac pacemaker,caseatrial usually asymptomatic pacemaker cardiac cardiac ablation single herein implantation block dislodgement myocardial underscoresacute ventricular vigilant pacemaker perforation lead procedure fibrillation monitoring post case successfully reintervention year permanent requires redo conservatively heart describe managed interesting case chamber
125.0,0.574088,0,pubmedf__287,287,malignant ventricular tachycardia and cardiac arrest induced by a micra™ leadless pacemaker,leadless pacemaker effusion cardiac cardiac ablation case pericardial ™ implantation block ventricular pacemaker represents part serious fibrillation malignant ventricular implanted important arrest year tachycardia increasing induced implantation arrestmicra heart advancement adverse major inducedatrial effects complication associated
84.0,0.5955578,0,pubmedf__290,290,pyloric obstruction secondary to epicardial pacemaker implantation: a case report,wallpyloric pyloric minute normal aortic old surgical block left implantation reportvalve outcome apso outflow resulted 200 pacemaker group epicardial appeared without lhasa immediate h post risk 12 noted atrioventricular 40 wall obstruction escape high ventricular grade case degree beats secondary year intermittent complications implanted high year tavr per dog tract mortality rhythm second abdominal
16.0,0.70688576,0,pubmedf__293,293,pacemaker lead endocarditis due to trichosporon species,aortic mortality nonspecific blood implantation endocarditis obtaining outcome negative pacemaker group endocarditis lead symptoms risk rates studies high fungal due related high year tavr appropriate unexpected clinical speciesvalve imaging culture speciespacemaker mortality complication trichosporon
40.0,0.64290404,0,pubmedf__302,302,congestive heart failure caused by transvenous pacemaker lead prolapse and associated right ventricular outflow tract obstruction in a dog,echocardiography obstruction sided pacemaker system excessive congestive pulmonary cardiac ablation prolapseassociated block three effort right outflow prolapse ventricular pacemaker respiratory lead causing led fibrillation artificial disclosed artery redundancy provided overload ventricular transvenous main years year anchoring heart severe heart volume tract caused dogatrial sleeve rate insufficiency increased failure case
69.0,0.61386865,0,pubmedf__320,320,first clinical experience with the kora pacemaker system in congenital complete heart block in newborn infants,95 limited treated minute showed kora system infantsvalve patient aortic implantation block traction three suffering outcome including ventilation skin aortic pacemaker first group analyzed experienced risk velocity integral retrospectively time values showing complete high circadiane experience seems adaption beats rate vti values newborn high year tavr heart clinical sensor per mortality one growthscongenital patients minute
28.0,0.6705718,0,pubmedf__323,323,the influence of cardiac pacemaker programming modes on exercise capacity,92 mode pacemaker programming cardiac influences capacity datum function pacing chamber two method test pacemaker group therapy responsive ratecardiac risk metabolic high conclusion rate crt equivalents compared year common heart influencecardiac stress modes device exercise group
119.0,0.575944,0,pubmedf__331,331,an uncommon ecg manifestation of normal pacemaker function,physiological asymptomatic enhanced article aortic normal implantation systematic discusses outcome revealed pacemaker presumed group risk ecg manifestation causes electrocardiogram functionvalve high abnormal evaluation patient possible sensor features detection artifacts year similar tavr mortality machineuncommon
4.0,0.7720383,0,pubmedf__334,334,lead-sparing tricuspid valve repair damaged by pacemaker lead,may muscle pacemaker cardiac ablation block insidesparing annuloplasty valve ventricular pacemaker leadatrial lead causing containing fibrillation lead ring uncommon ways damaged sparing regurgitation various year repair complication muscle permanent posterior severe damage heart caused tricuspid papillary repair valve case
127.0,0.5733806,0,pubmedf__335,335,ventriculoatrial synchrony induced heart failure,desynchronization pacemaker clock forms gene arrhythmia mediated reentrant synchrony mouse two activity loop non cell atrioventricular expression ventriculoatrial reverse failurecircadian impulse endless repetitive rnrvas tachycardia synchrony objectiveventriculoatrial scn induced heart rhythm
154.0,0.56254303,0,pubmedf__340,340,pacemaker lead related myocardial perforation,kiviniemi pacemaker involves cardiac . 1999 2012 chest 30 cardiac ablation perforationatrial block issue right ). rhythm myocardial ventricular problems disorders ‑ lead fibrillation 2015 greenspon shingaki 12 kirkfeldt 2014 ventricular abnormal within electrocardiogrampacemaker typically days placement year radiography related perforation et heart treat visualize al case leading
74.0,0.6110082,0,pubmedf__341,341,strategy of pacemaker and electrode replacement for superior vena cava stenosis,electrode pacemaker cardiac cardiac ablation devices case block related replacement superior stenosis ventricular ii cava years fibrillation methodssuperior atrioventricular previously pacemakeratrial degree implantable device 10 cava year various stenosis implanted stenosed vena severe heart attempting type strategy
35.0,0.6528396,0,pubmedf__344,344,cardiac conduction abnormalities associated with pacemaker implantation after transcatheter aortic valve replacement,hours pacemaker 24 expiring cardiac cardiac ablation block left tavr bundle abnormalities right replacement ventricular pacemaker aortic implantationatrial ) fibrillation transcatheter branch blocktranscatheter within year requiring implantation often heart conduction valve case associated
27.0,0.6713828,0,pubmedf__350,350,leadless pacemaker implant after heart transplant,leadless pacemaker clock transplant longest gene us implant mouse relatedleadless activity pacemaker first transplantcircadian transplantation duration recipient cell technology expression conventional transvenous several mainly complications reported permanent scn heart rhythm pacemakers case
176.0,0.55215186,0,pubmedf__351,351,guideline-based indications on pacing and icd-therapy,datum method icds 77 therapy risk germany 953 high conclusion icd implanted 2016based crt 293 indications year guidelinecardiac pacemakers 28 pacing device
140.0,0.5681498,0,pubmedf__359,359,novel atrioventricular sequential pacing approach using a transvenous atrial pacemaker and a leadless pacemaker: a case report,echocardiography leadless mechanisms pacemaker woman cardiac ablation leads presented team old revealed block atrial pacing meeting ventricular dysfunction using disciplinary neck sequential years fibrillation 14 ago pulsations atrioventricular lead reportatrial across case node significant transvenous several regurgitation sinus approach year developing valvenovel severe heart av tricuspid including postural case
118.0,0.577199,0,pubmedf__371,371,the importance of selecting permanent pacemaker evaluating the heart and assessing quality of life in cardiac patient,pacemaker cardiac cardiac dysfunction ablation left block function right outflow causes qrs ventricular pacemaker additional paced ms contraction compares quality fibrillation function lead importance systolic ventricular pump subclinical ppm due patient information ventricle placement year tract duration evaluatingatrial 150 permanent study implantation avoid heart life gives also actsselecting assessing case impaired
31.0,0.6622542,0,pubmedf__388,388,leadless pacemaker implantation under direct visualization during valve surgery,leadless direct thresholds remainder underwent cardiac datum 5 cardiopulmonary implantation pacing replacement 151 method pacemaker therapy allowed surgery risk reliable surgeryleadless included concomitant performance undergone undergoing high conclusion 17 crt days years multivalve bypass year isolated ± tricuspid 119 patients already visualizationcardiac repair valve device
121.0,0.5752837,0,pubmedf__389,389,investigating the manifestation of coronary artery disease and determining the role of effective factors in the need for pacemaker insertion in these patients,22 software aortic cardiac effective patients insertion implantation factors outcome obstructive mitral coronary artery pacemaker group risk manifestation performed factors investigating need high significant due spss disease stenosis determiningvalve permanent requiring year tavr severe using regurgitationcoronary insertion mortality patients role version affecting
98.0,0.5851229,0,pubmedf__395,395,opening the schrödinger box: short- and long-range mammalian heart rate variability,mechanisms interactions system aortic . nervous intrinsic systems implantation opening internal outcome pacemaker group ) risk ans ) box e high backgroundrange endocrine schrödinger short rate autonomic year tavr heart variability longvalve mortality mammalian g govern
150.0,0.564409,0,pubmedf__396,396,prevalence of and risk factors for permanent pacemaker implantation after aortic valve replacement,system whole intervention may aortic cardiac percutaneous affect implantation tavr elective factors outcome savr coronary replacement ). artery pacemaker aortic group grafting <. without risk logistic analysis preoperative p concomitant included undergoing high multivariable disturbances importantly savr risk prevalencevalve bypass requiring permanent qualitypermanent year tavr vs 0001 using conduction mortality 5807 patients group valve regression identified
158.0,0.5601263,0,pubmedf__398,398,cardiac strangulation: an atypical complication from epicardial pacemaker leads in a newborn,month pacemaker cardiac cardiac pulmonary ablation case revealed block compression pacing right outflow ventricular pacemaker epicardial causing atypical fibrillation newbornatrial annulus ventricular postsurgery leads year stenosis tract structuresepicardial strangulation heart arising strangulation progressive valve complication
20.0,0.6934731,0,pubmedf__406,406,cardiac memory following pacemaker implantation,pacemaker ecg cardiac outpatient ablation control implantation left block bundle inversions coronary ventricular pacemaker described implantationatrial lead years fibrillation ago duecardiac routine branch acute ventricular due year hypertrophy standard severe heart wave 238 50 patients already following syndrome memory case
108.0,0.5821616,0,pubmedf__422,422,time to rethink: conscious sedation in an obese during pacemaker implantation,lung prolonged pacemaker must clock implantation apnea gene condition rare including mouse activity pacemaker certain sedation reconsider restrictive position rethink factors include although time cell expression sedation implantationpacemaker seems sleep disease risk deep required scn supine implantation performing one conscious associated rhythm obesecircadian consider inspiration associated
88.0,0.5934659,0,pubmedf__426,426,permanent pacemaker implantation after pediatric heart transplantation: risk factors indications and outcomes,oht placement pacemaker cardiac patient dysfunction ablation transplant recovered block implantation chb pacing factors ventricular pacemaker transplantation fibrillation complete undergoing node ppm recipients sinus year risk orthotopic recordspermanent pediatric 15 vs indicationsatrial heart often outcomes heart rhythm patients following adults increased case medical group
148.0,0.5659709,0,pubmedf__432,432,pacemaker pocket stabilization utilizing a novel envelope and a three-point anchoring technique,novel symptoms sided pacemaker aortic . presented old dual left stabilization implantation three outcome superior reinforce group along silver aziyo surrounding stabilitypacemaker pocket risk cava man point biologics high envelope pocket immediately threevalve possible spring persistent forming suture abated infection year anchoring tissue utilizing tavr technique vena mortality indolent inc vascularized silk device chamber
