Cluster ID,Link Score,source file,fileName,id,Title,Keywords
,,0,pubmedf__34,34,acetylcholine exerts inhibitory and excitatory actions on mouse ileal pacemaker activity: role of muscarinic versus nicotinic receptors,whole contractions may atropine muscle mouse actionsmuscarinic acetylcholine inhibitory ileal pacemaker segments clock spatial revealed gene properties contribute tone recording exerts mouse revealed pacemaker activity exhibited rolecircadian actions receptors cell expression potentials spontaneous nicotinic manifested thickness significantly reduced scn induced smooth excitatory also inhibiting rhythm potentials tonic versus basal analysis
336,0.3185759,0,pubmedf__35,35,infection of permanent pacemakers pocket what do we do?,pacemaker aortic cardiac cases devices pericardial single implantation till outcome soon .. antibiotics group documented minor pocket negativepermanent risk rotation lead infectionvalve high conventional screwing cases folds effusion spectrum remained ppm implantable device 10 broad complication year electronic tavr new using gadgets mortality also small chambers increased many total
694,0.12422549,0,pubmedf__36,36,right ventricular perforation presenting as tingling of the left breast,presenting hypertrophic cardiac datum left tinglingcardiac myosin right method pacemaker displacement chronic therapy perforation lead risk cause interrogation confirmed high conclusion ventricular chain due crt studies ventricle placement sinus perforation breast kinase light complications year cardiomyopathy 2 sick diagnostic requires severe syndromeright imaging associated following workup device
90,0.5649522,0,pubmedf__37,37,a case report: upgrade to cardiac resynchronization therapy with a blocked persistent left-sided superior vena cava,breathlessness sided pacemaker blocked cardiac improvement cardiac ablation upgradeatrial block marked yearssided right superior ventricular pacemaker gentleman therapy cava years fibrillation novo ago 12 left report complete ventricular case leads due de persistent year biventricular developed implanted procedure 15 2 vena heart clinical heart resynchronization challenging case chamber
224,0.41850513,0,pubmedf__38,38,pacemaker therapy in low-birth-weight infants,estimated underwent pacemaker cardiac weight lifespan ablation implantation left block battery low weight ventricular pacemaker appears therapy birth residual fibrillation cavb low longer atrioventricular median complete pacemakerweight temporary ventricle weights year infants permanent body birthatrial heart life facilitating infants case chamber
489,0.21403016,0,pubmedf__39,39,is pacemaker therapy the right key to patients with vasovagal syncope?,type syncope pacemaker cardiac perioperative ablation key 30 patients modelsvasovagal surgical block right multiple %) ventricular retrospective pacemaker therapy mixed fibrillation logistic factors analysis included patientsatrial 3 year risk complications 7 cardioinhibitory study therapeutic 3 new heart ± 9 presented patients case identify regression associated
,,0,pubmedf__40,40,to retrieve or not to retrieve: system revisions with the micra transcatheter pacemaker,% %- system access study model pacemaker retrievecardiac system datum revisions pacing method therapy ) risk 87 days ) included transcatheter 406 5 revisions high gray conclusion competing retrievalmicra 75 crt 10 postimplant confidence risk retrieve continued device overall 53 year p micra patients interval rate tps occurred market revision
188,0.44459125,0,pubmedf__41,41,epicardial pacemaker as a bridge for pacemaker-dependent patients undergoing explantation of infected cardiac implantable electronic devices,pacemaker cardiac cardiac patient ablation devices implantation block received transjugular epi connected bridgeatrial discharged explantation pacemaker retrospective ventricular epicardial without 8 fibrillation days right included lead undergoing tempo mobility temporary transvenous implantable device days cied dependent year 23 infection 15 electronic allows study new heart ± pacemakerinfected patients early case group
331,0.32073757,0,pubmedf__42,42,follow-up of patients with cardiac pacemakers,symptoms cardiac professionals play patients datum practitioners examinations followcardiac late method first therapy warrant risk pacemakers workup less high conclusion confronted crt urgent device flags year abstract general weeks pacemakers red includecardiac medical overtly associated
,,0,pubmedf__43,43,increased incidence of noise in the tendril pacemaker lead detected via remote monitoring,novus jude pacemaker novus cardiac ablation collected prior observational block remote 737 ventricular pacemaker lead monitoring fibrillation capsurefix rates data st via malfunction leads detected studies suggest year medical 5076 cohort 5076 identifying noiseatrial heart leadtendril incidence increased prospectively case
600,0.16331999,0,pubmedf__44,44,mammalian genome evolution is governed by multiple pacemakers,evolution varies lineage model pacemaker cardiac ablation heterogeneity universal case block taxa reveals multiple governedatrial ). ventricular pacemaker produce variation residual fibrillation factors ) across driving degenerate rate across evolutionary genomic year loci heart mammalian pacemakers 29 effectsmammalian genome
467,0.22595815,0,pubmedf__45,45,permanent pacemaker insertion postmitral surgery: do the atrial access and the origin of the sinoatrial node artery matter?,old aortic consecutive originvalve four patients nine implantation insertion atrial 70 access fifty outcome sixty artery pacemaker group hundred surgery postmitral risk years retrospectively influenced multivariate concomitant matter sinoatrial high cases node analysispermanent permanent year tavr reviewed tricuspid insertion (≥ one binary mortality postoperative valve age regression
705,0.119059406,0,pubmedf__46,46,generation of cardiac pacemaker cells by programming and differentiation,system program pacemaker activity cardiac cardiac practice ablation single block factors factor ventricular pacemaker channel differentiationatrial fibrillation gene function specific created risks generation tbx18 transcription .cardiac includes sensitive ion sinus like year programming key cell therapeutic diseased sick heart cells factor heart conduction another including one successful hcn1 syndrome starting case membrane
698,0.12138994,0,pubmedf__47,47,conduction disturbances after tavr: electrophysiological studies and pacemaker dependency,prolonged electrophysiological datum left block bundle 63 dependency replacement commercial method aortic pacemaker therapy ) risk post included transcatheter asystole studies %) branch complete undergoing ventricular high eps delaypacemaker tavrcardiac conclusion ppm disturbances crt alternating underlying hv year hospital tavr heart conduction patients resting 29 valve device indication
677,0.13080911,0,pubmedf__48,48,pacemakers are associated with a higher risk of late death and transplantation in the fontan population,state pacemaker cardiac details ablation patients block survival matchinglate propensity compare fontan encounter ventricular pacemaker transplantation risk fibrillation zealand population ventricular declining higher matched needing completion significantly associatedatrial year survived score new heart insertion pacemakers pacing increased late case registry death
22,0.703716,0,pubmedf__49,49,cardiac implantable electrical devices in patients with hypertrophic cardiomyopathy: single center implant data extracted from the swedish pacemaker and icd registry,defibrillator hypertrophic pacemaker investigate aortic cardiac respectively devices electrical data implantation outcome ). pacemaker group risk swedish therapysingle high hospital tertiary implantable device 10 % implant years 71 year 53 15 cardiomyopathy patientsvalve tavr extracted university implants ± icd mortality resynchronization center cardioverter 93 registry total
410,0.26306337,0,pubmedf__50,50,end-of-life management of leadless cardiac pacemaker therapy,leadless endatrial pacemaker available cardiac cardiac functioning ablation results case block strategies life complications ventricular promising pacemaker additional therapy pacemakers fibrillation chronically although analysis retrieval prospective term demonstrate studies management year suggested implanted adjacent retrieve retrieval heart clinically limits pacemakers compriseleadless initial feasibility device associated
785,0.08848292,0,pubmedf__51,51,halo-shape technique for leadless pacemaker implantations: a case report,underwent woman septum datum old dual block chamber right method pacemaker using therapy extraction lead risk halocardiac atrioventricular advanced report complete high conclusion ventricular case pacemakerleadless transvenous due age crt delivery implantations towards catheter parameters good year technique shape made device septum
167,0.46973348,0,pubmedf__52,52,method of implantation of medtronic 3830 pacemaker electrode,3830 aortic equipment patients quality recovered implantation electrode operation outcome 200 method pacemaker group risk medtronic implantationvalve high select selection year sufficient tavr appropriate diagnostic clinical mortality lifemedtronic criteria well patients
733,0.107472196,0,pubmedf__53,53,trends in service time of pacemakers in the netherlands: a long-term nationwide follow-up study,strongly system study pacemaker cardiac ablation data block elective pacing replacement collected preventive %) national pacemaker first technologyterm ventricular dutch fibrillation current 20 % time service improved longatrial measures trends registry remaining year covered 96 generators heart reviewed change 4 pacemakers 000 nationwide follow netherlands case registry
,,0,pubmedf__54,54,pacemaker lead-induced tricuspid stenosis treated with percutaneous valvotomy,electrode treated septal valvuloplasty percutaneous cases datum old implantation valvotomy defect following vvi stenosis method balloon pacemaker therapy reported risk surgically block male complete endocardial high conclusion ventricular uncommon leadcardiac crt years stenosis developed year 15 complicationinduced severe av tricuspid device repaired
460,0.22964072,0,pubmedf__55,55,pacemaker lead endocarditis: a rare cause of relapsing brucellosis,echocardiography pacemaker showed earlier cardiac cardiac ablation case endocarditis relapsing block cultures site infectionpacemaker potentially two ventricular test pacemaker threatening vegetations endocarditis lead 8 brucellosis entire years fibrillation although apparatus rare pocket due transesophageal year sinus related rose causeatrial implanted sick bengal heart prior syndrome complication device life
71,0.60112566,0,pubmedf__56,56,percutaneous epicardial placement of a prototype miniature pacemaker under direct visualization: an infant porcine chronic survival study,infections study direct underwent pacemaker cardiac prototype percutaneous ablation implantation surgical efficacy block leadlet ventricular consists pacemaker survival chronic epicardial lead immature miniature pulse fibrillation porcine ms address channel invasive widths visualizationatrial piglets implanted minimally typically 0 placement year infants diminished modelinfant heart sheath following via case twelve secondary
799,0.08267449,0,pubmedf__57,57,compressive sampling based multi-spectrum deep learning for sub-nyquist pacemaker ecg analysis,saving pacemaker compressive cardiac cardiac based multi results ablation spikesnyquist block existing remote ventricular pacemaker paced learning monitoring ecg fibrillation conditions analysis simulation monitoring subatrial spectrum sampling treatment testing year approaches deep demonstrate heart resynchronization rhythm case identify
,,0,pubmedf__58,58,deactivating a pacemaker in home care hospice: experiences of the family caregivers of a terminally ill patient,pacemaker involved patient bereaved caregivers decided clock member sectional gene received narrative terminally mouse hospice focusing increase activity hospice states design knowledge cell clinicians expression united ill patient five experiences pacemakerterminally care family midwestern whose semistructured scn care home deactivatingcircadian rhythm regarding analysis
846,0.066197366,0,pubmedf__59,59,a case of cardiac strangulation following epicardial pacemaker implantation,system cardiac datum implantation block pacing including bipolar congenital polytetrafluoroethylene method revealed pacemaker sheet therapy epicardial dual risk shaped atrioventricular lead complete undergone high conclusion ventricular .cardiac leads crt studies previous casecardiac permanent strangulation year expanded new catheterization following tomography computed device chamber
305,0.34670532,0,pubmedf__60,60,cardiac rhythm management devices,evolution caution cardiac must occasionallycardiac devices datum concerns rhythm management method therapy seen risk include ongoing functions high conclusion practical resynchronisation perform implantable crt device different year advice defibrillators devicescardiac also potential regarding cardioverter device many devices
762,0.09707325,0,pubmedf__61,61,dizziness spells: should one suspect the pacemaker?,underwent supported intermittently suspect aortic conducted lady arm demonstrated presented old noise implantation pacemakervalve outcome right strips rhythm spells pacemaker group impedance variation ed lead non risk p inappropriate showing high movementone ventricular homolateral inhibition decreased placement correlating year tavr new mortality initial corresponding dizziness failure waves
670,0.13324094,0,pubmedf__62,62,follow-up of troponin i concentration in dogs with atrioventricular block and dual-chamber pacing in a case-matched study,study investigate remains cardiac ctni datum implantation block method pacemaker therapy troponin dual risk ctni dogs unknown atrioventricular high conclusion crt concentration follow disease concurrent casecardiac year dyssynchrony av shortly avmatched change following concentration pacing increased device chamber
121,0.51933575,0,pubmedf__63,63,who needs a permanent pacemaker after transcatheter aortic valve implantation?,underwent pacemaker system patient datum predictive implantation block single symptomatic method aortic group pacemaker therapy cannot risk needscardiac transcatheter complete high conclusion degenerate crt bradycardia stenosis device onset centre permanent year implantation heart conduction avoiding factorstranscatheter valve identify
562,0.17713235,0,pubmedf__64,64,pacemaker generator replacement as a key to the puzzle of dyspnoea in a community dwelling centenarian,aetiology symptoms mode underwent pacemaker cardiac subsequent cardiac community chest normal key case ablation revealed block battery elective negative replacement ventricular enlargement pacemaker presumed angiogram centenarian respiratory symptoms cardio ecg junctional fibrillation specific changedpacemaker accelerated exchange secondary behind year failure dyspnoeaatrial ray heart generator heart mild ct rhythm troponins replacement needs puzzle failure workup dwelling
310,0.3421387,0,pubmedf__65,65,global health resource utilization associated with pacemaker complications,infections pacemaker complicationscircadian insulation regionsglobal clock implantation gene least three thrombosis replacement mouse activity pacemaker upper chronic utilization typical health resource cell expression intensive utilization across estimate complications deep requiring scn similar extremity estimating rhythm venous extraction breaches complication associated
352,0.30034333,0,pubmedf__66,66,a case of takotsubo cardiomyopathy developing ventricular fibrillation after a pacemaker implantation,caseatrial pacemaker cardiac cardiac ablation case hardly implantation left revealed block ventriculogram complications potentially ventricular pacemaker threatening ever occurs procedure arrest commonly fibrillation days even latertakotsubo invasive ventricular procedures takotsubo due caused minimally arrest year complications developed hospital used heart cardiomyopathy fatal stress ten developing hypercontraction leading
536,0.18633127,0,pubmedf__67,67,predictors of permanent pacemaker requirement after cardiac surgery for infective endocarditis,valvular placement pacemaker cardiac cardiac independently ablation patients predictive prior implantation excellent endocarditis existing 444 infective block abnormalities infectious %) ventricular pacemaker registrypermanent endocarditis surgery exhibited fibrillation require requirement model significant among implantable postoperatively device surgery placement year 13 clinic predicted developed required permanent electronic necessitating often heart conduction ability cleveland patients postoperative case predictorsatrial
,,0,pubmedf__68,68,predictors of permanent pacemaker requirement after cardiac surgery for infective endocarditis,valvular placement pacemaker cardiac independently clock patients predictive prior implantation excellent endocarditis existing 444 infective gene abnormalities infectious mouse %) activity pacemaker registrypermanent endocarditis surgery exhibited require cell expression requirement model significant among implantable postoperatively device surgery placement 13 clinic predicted developed required permanent scn electronic necessitating often conduction ability cleveland rhythm patients predictorscircadian postoperative
25,0.69954205,0,pubmedf__69,69,predictors of permanent pacemaker requirement after cardiac surgery for infective endocarditis,valvular placement pacemaker cardiac cardiac independently ablation patients predictive prior implantation excellent endocarditis existing 444 infective block abnormalities infectious %) ventricular pacemaker registrypermanent endocarditis surgery exhibited fibrillation require requirement model significant among implantable postoperatively device surgery placement year 13 clinic predicted developed required permanent electronic necessitating often heart conduction ability cleveland patients postoperative case predictorsatrial
,,0,pubmedf__70,70,predictors of permanent pacemaker requirement after cardiac surgery for infective endocarditis,valvular placement pacemaker cardiac independently clock patients predictive prior implantation excellent endocarditis existing 444 infective gene abnormalities infectious mouse %) activity pacemaker registrypermanent endocarditis surgery exhibited require cell expression requirement model significant among implantable postoperatively device surgery placement 13 clinic predicted developed required permanent scn electronic necessitating often conduction ability cleveland rhythm patients predictorscircadian postoperative
246,0.39905792,0,pubmedf__71,71,transcutaneous pacing of a 4-year-old child,literature usually pacemaker cardiac ablation old block child including congenital presentstranscutaneous ventricular pacemaker fibrillation require block complete 4atrial case emergency behind external interventions owing dependent year complications requiring year abnormalities heart often heart pacing case
,,0,pubmedf__72,72,low pacemaker incidence with continuous-sutured valves: a retrospective analysis,001 % continuouscardiac datum surgical implantation valves methods pledgetted rhythm method aortic pacemaker disorders retrospective endocarditis therapy replacements ) without sutures risk depends complex 86 analysis 01 transcatheter %) high conclusion sutured crt interrupted prosthetic permanent isolated year 2 implantation conclusion replacement preexisting incidence implantationlow valve device
182,0.45078272,0,pubmedf__73,73,troubleshooting in patients with implanted pacemaker and icd,resynchronizing cardiology pacemaker aortic cardiac patients icdvalve implantation outcome physician settings training group without behaviorimplanted problems risk even utmost specific high stimulation troubleshooting importance management different implanted year therapeutic tavr clinical mortality pacemakers physician
221,0.42108375,0,pubmedf__74,74,pacemaker and mri in clinical practice,pacemaker beyond cardiac practice cardiac ablation block allow ventricular pacemaker certain specialist pacemakers years examination resonance conditions fibrillation conventional last examinationclinical magnetic currently 10 mri american mriatrial conditional year mri heart imaging societies pacemakers case medical wearers
9,0.80256784,0,pubmedf__75,75,pacemaker dependency after transcatheter aortic valve replacement compared to surgical aortic valve replacement,underwent patients investigators datum surgical patientstranscatheter related replacement %) method aortic indicated pacemaker therapy immediately risk post days transcatheter treatment high conclusion 3 crt stenosis compared 7 year dependencycardiac standard outcomes clinical severe reviewed 9 50 replacement valve device ppi
432,0.2467033,0,pubmedf__76,76,symptomatic bradycardia with exitblock in a leadless pacemaker,leadless system may pacemaker dysfunction datum develop exitblockcardiac symptomatic causes method pacemaker therapy risk complete high conclusion bradycardial due free crt possible bradycardia failure arrhythmias designsymptomatic year often stopped patients range device bradycardic
98,0.5478984,0,pubmedf__77,77,leadless pacemaker implantation after explantation of infected conventional pacemaker systems: a viable solution?,leadless system may 16 provide system subsequent datum systems implantation opportunities pacing ). months viable method explantation pacemaker therapy extraction lead trials risk randomized 20 14 stage 12 1 (> (< pm ) transcatheter systeminfected high conventional conclusion prospective temporary transvenous 6 due therapy crt device year new ± micra infected week patients explantationcardiac later solution
599,0.16348077,0,pubmedf__78,78,subacute right ventricle perforation by pacemaker lead presenting with left hemothorax and shock,presenting pacemaker showed cardiac ablation normal case insertion surgical left complicationsubacute block function right potentially ventricular pacemaker hemothorax perforation lead missed echocardiogram occurring fibrillation interrogation acute ventricular within dislocation ventricle year complication perforations subacute twenty new shockatrial heart interrogation following fatal repair complication device septum
673,0.1319239,0,pubmedf__79,79,role of i(f) density on electrical action potential of bio-engineered cardiac pacemaker: a simulation study,action study pacemaker inevitable cardiac datum electrical genetically manipulating potential biocardiac could method pacemaker therapy non risk density simulation studies alternative high conclusion suppressingengineered f implantable crt previous failure pacemaking year heart cells biological experimental drawbacks role device
567,0.17407018,0,pubmedf__80,80,syncope due to acute rheumatic fever with pacemaker-like syndrome,echocardiography prolonged pacemaker showed 24 cardiac ablation turk pr hemodynamic rheumatic block revealed 2019 recording impairments pediatr rhythm causes ventricular accompanying fibrillation syncope atrioventricular lead j acute pacemakeratrial fever impairmentacute degree hours due year like fever dissociation findings heart extremely caused syndrome interval holter interval case
